Price,Open
Ticker,GBPUSD=X
2022-01-01,1.3522284030914307
2022-01-02,1.3522284030914307
2022-01-03,1.3522284030914307
2022-01-04,1.3482794761657715
2022-01-05,1.353051781654358
2022-01-06,1.355546236038208
2022-01-07,1.3533997535705566
2022-01-08,1.3590834140777588
2022-01-09,1.3590834140777588
2022-01-10,1.3590834140777588
2022-01-11,1.3581697940826416
2022-01-12,1.3634008169174194
2022-01-13,1.3706891536712646
2022-01-14,1.371290683746338
2022-01-15,1.367353081703186
2022-01-16,1.367353081703186
2022-01-17,1.367353081703186
2022-01-18,1.364800214767456
2022-01-19,1.3600815534591675
2022-01-20,1.360951542854309
2022-01-21,1.3600261211395264
2022-01-22,1.3554911613464355
2022-01-23,1.3554911613464355
2022-01-24,1.3554911613464355
2022-01-25,1.348981499671936
2022-01-26,1.3510409593582153
2022-01-27,1.34678316116333
2022-01-28,1.338849425315857
2022-01-29,1.3402130603790283
2022-01-30,1.3402130603790283
2022-01-31,1.3402130603790283
2022-02-01,1.344266653060913
2022-02-02,1.3523930311203003
2022-02-03,1.3564472198486328
2022-02-04,1.359619379043579
2022-02-05,1.353363037109375
2022-02-06,1.353363037109375
2022-02-07,1.353363037109375
2022-02-08,1.3538395166397095
2022-02-09,1.3548115491867065
2022-02-10,1.3533997535705566
2022-02-11,1.354976773262024
2022-02-12,1.3570178747177124
2022-02-13,1.3570178747177124
2022-02-14,1.3570178747177124
2022-02-15,1.3533265590667725
2022-02-16,1.3541145324707031
2022-02-17,1.3582342863082886
2022-02-18,1.3615444898605347
2022-02-19,1.3591794967651367
2022-02-20,1.3591794967651367
2022-02-21,1.3591794967651367
2022-02-22,1.3595268726348877
2022-02-23,1.3590834140777588
2022-02-24,1.3544628620147705
2022-02-25,1.3372201919555664
2022-02-26,1.337005615234375
2022-02-27,1.337005615234375
2022-02-28,1.337005615234375
2022-03-01,1.3422818183898926
2022-03-02,1.3333333730697632
2022-03-03,1.3397282361984253
2022-03-04,1.335131287574768
2022-03-05,1.3212482929229736
2022-03-06,1.3212482929229736
2022-03-07,1.3212482929229736
2022-03-08,1.3114066123962402
2022-03-09,1.3102554082870483
2022-03-10,1.3188437223434448
2022-03-11,1.3103067874908447
2022-03-12,1.304955005645752
2022-03-13,1.304955005645752
2022-03-14,1.304955005645752
2022-03-15,1.3010838031768799
2022-03-16,1.3045003414154053
2022-03-17,1.314077615737915
2022-03-18,1.3160492181777954
2022-03-19,1.3160665035247803
2022-03-20,1.3160665035247803
2022-03-21,1.3160665035247803
2022-03-22,1.3167943954467773
2022-03-23,1.3269639015197754
2022-03-24,1.3206549882888794
2022-03-25,1.319591999053955
2022-03-26,1.3176966905593872
2022-03-27,1.3176966905593872
2022-03-28,1.3176966905593872
2022-03-29,1.3099979162216187
2022-03-30,1.3092947006225586
2022-03-31,1.313680648803711
2022-04-01,1.314578652381897
2022-04-02,1.3105130195617676
2022-04-03,1.3105130195617676
2022-04-04,1.3105130195617676
2022-04-05,1.3113033771514893
2022-04-06,1.3076339960098267
2022-04-07,1.307172417640686
2022-04-08,1.3068649768829346
2022-04-09,1.3029484748840332
2022-04-10,1.3029484748840332
2022-04-11,1.3029484748840332
2022-04-12,1.3023545742034912
2022-04-13,1.300349473953247
2022-04-14,1.3122154474258423
2022-04-15,1.306165099143982
2022-04-16,1.3057729005813599
2022-04-17,1.3057729005813599
2022-04-18,1.3057729005813599
2022-04-19,1.3007622957229614
2022-04-20,1.301574945449829
2022-04-21,1.3068137168884277
2022-04-22,1.302405595779419
2022-04-23,1.2829065322875977
2022-04-24,1.2829065322875977
2022-04-25,1.2829065322875977
2022-04-26,1.2737231254577637
2022-04-27,1.258447289466858
2022-04-28,1.2539657354354858
2022-04-29,1.2468050718307495
2022-04-30,1.257379174232483
2022-05-01,1.257379174232483
2022-05-02,1.257379174232483
2022-05-03,1.2501094341278076
2022-05-04,1.2499375343322754
2022-05-05,1.2618932723999023
2022-05-06,1.2366442680358887
2022-05-07,1.2328935861587524
2022-05-08,1.2328935861587524
2022-05-09,1.2328935861587524
2022-05-10,1.2334866523742676
2022-05-11,1.230754017829895
2022-05-12,1.223466157913208
2022-05-13,1.2204350233078003
2022-05-14,1.2261513471603394
2022-05-15,1.2261513471603394
2022-05-16,1.2261513471603394
2022-05-17,1.2327111959457397
2022-05-18,1.2490476369857788
2022-05-19,1.2347661256790161
2022-05-20,1.2465564012527466
2022-05-21,1.250687837600708
